"","Time","Well","OD590","Strain","Arsenic","Concentration"
"13658","144368","E06","0.135","A2731","V",150
"13659","145385","E06","0.138","A2731","V",150
"13660","146402","E06","0.140","A2731","V",150
"13661","147418","E06","0.142","A2731","V",150
"13662","148435","E06","0.144","A2731","V",150
"13663","149451","E06","0.146","A2731","V",150
"13664","150468","E06","0.149","A2731","V",150
"13665","151484","E06","0.153","A2731","V",150
"13666","152501","E06","0.156","A2731","V",150
"13667","153518","E06","0.154","A2731","V",150
"13668","154534","E06","0.155","A2731","V",150
"13669","155551","E06","0.155","A2731","V",150
"13670","156568","E06","0.155","A2731","V",150
"13671","157585","E06","0.156","A2731","V",150
"13672","158601","E06","0.158","A2731","V",150
"13673","159617","E06","0.159","A2731","V",150
"13674","160635","E06","0.162","A2731","V",150
"13675","161652","E06","0.163","A2731","V",150
"13676","162668","E06","0.165","A2731","V",150
"13677","163685","E06","0.167","A2731","V",150
"13678","164701","E06","0.169","A2731","V",150
"13679","165719","E06","0.170","A2731","V",150
"13680","166735","E06","0.170","A2731","V",150
"13681","167753","E06","0.167","A2731","V",150
"13682","168770","E06","0.168","A2731","V",150
"13683","169786","E06","0.170","A2731","V",150
"13684","170802","E06","0.173","A2731","V",150
"13685","171820","E06","0.176","A2731","V",150
"13686","172837","E06","0.177","A2731","V",150
"13687","173853","E06","0.179","A2731","V",150
"13688","174870","E06","0.183","A2731","V",150
"13689","175887","E06","0.190","A2731","V",150
"13690","176904","E06","0.190","A2731","V",150
"13691","177921","E06","0.194","A2731","V",150
"13692","178938","E06","0.196","A2731","V",150
"13693","179955","E06","0.200","A2731","V",150
"13694","180972","E06","0.203","A2731","V",150
"13695","181989","E06","0.207","A2731","V",150
"13696","183006","E06","0.212","A2731","V",150
"13697","184023","E06","0.220","A2731","V",150
"13698","185039","E06","0.212","A2731","V",150
"13699","186056","E06","0.226","A2731","V",150
"13700","187073","E06","0.227","A2731","V",150
"13701","188090","E06","0.236","A2731","V",150
"13702","189107","E06","0.256","A2731","V",150
"13703","190124","E06","0.268","A2731","V",150
"13704","191141","E06","0.257","A2731","V",150
"13705","192158","E06","0.260","A2731","V",150
"13706","193174","E06","0.264","A2731","V",150
"13707","194191","E06","0.268","A2731","V",150
"13708","195207","E06","0.270","A2731","V",150
"13709","196224","E06","0.275","A2731","V",150
"13710","197240","E06","0.284","A2731","V",150
"13711","198257","E06","0.284","A2731","V",150
"13712","199274","E06","0.290","A2731","V",150
"13713","200291","E06","0.289","A2731","V",150
"13714","201308","E06","0.290","A2731","V",150
"13715","202324","E06","0.295","A2731","V",150
"13716","203341","E06","0.300","A2731","V",150
"13717","204358","E06","0.301","A2731","V",150
"13718","205374","E06","0.314","A2731","V",150
"13719","206391","E06","0.322","A2731","V",150
"13720","207408","E06","0.330","A2731","V",150
"13721","208425","E06","0.337","A2731","V",150
"13722","209442","E06","0.332","A2731","V",150
"13723","210459","E06","0.333","A2731","V",150
"13724","211476","E06","0.341","A2731","V",150
"13725","212493","E06","0.346","A2731","V",150
"13726","213510","E06","0.347","A2731","V",150
"13727","214527","E06","0.352","A2731","V",150
"13728","215544","E06","0.364","A2731","V",150
"13729","216561","E06","0.357","A2731","V",150
"13730","217577","E06","0.361","A2731","V",150
"13731","218594","E06","0.363","A2731","V",150
"13732","219611","E06","0.370","A2731","V",150
"13733","220628","E06","0.364","A2731","V",150
"13734","221644","E06","0.360","A2731","V",150
"13735","222661","E06","0.366","A2731","V",150
"13736","223678","E06","0.365","A2731","V",150
"13737","224695","E06","0.379","A2731","V",150
"13738","225712","E06","0.377","A2731","V",150
"13739","226728","E06","0.377","A2731","V",150
"13740","227745","E06","0.378","A2731","V",150
"13741","228761","E06","0.375","A2731","V",150
"13742","229779","E06","0.370","A2731","V",150
"13743","230795","E06","0.369","A2731","V",150
"13744","231812","E06","0.370","A2731","V",150
"13745","232830","E06","0.370","A2731","V",150
"13746","233847","E06","0.374","A2731","V",150
"13747","234863","E06","0.380","A2731","V",150
"13748","235880","E06","0.376","A2731","V",150
"13749","236897","E06","0.371","A2731","V",150
"13750","237914","E06","0.379","A2731","V",150
"13751","238931","E06","0.385","A2731","V",150
"13752","239948","E06","0.385","A2731","V",150
"13753","240965","E06","0.386","A2731","V",150
"13754","241981","E06","0.396","A2731","V",150
"13755","242998","E06","0.391","A2731","V",150
"13756","244014","E06","0.394","A2731","V",150
"13757","245031","E06","0.390","A2731","V",150
"13758","246048","E06","0.387","A2731","V",150
"13759","247065","E06","0.389","A2731","V",150
"13760","248081","E06","0.394","A2731","V",150
"13761","249098","E06","0.399","A2731","V",150
"13762","250115","E06","0.390","A2731","V",150
"13763","251131","E06","0.399","A2731","V",150
"13764","252148","E06","0.396","A2731","V",150
"13765","253165","E06","0.396","A2731","V",150
"13766","254182","E06","0.395","A2731","V",150
"13767","255198","E06","0.407","A2731","V",150
"13768","256215","E06","0.402","A2731","V",150
"13769","257231","E06","0.404","A2731","V",150
"13770","258248","E06","0.402","A2731","V",150
"13771","0","E07","0.007","A2731","V",150
"13772","1017","E07","0.008","A2731","V",150
"13773","2034","E07","0.008","A2731","V",150
"13774","3050","E07","0.007","A2731","V",150
"13775","4067","E07","0.008","A2731","V",150
"13776","5083","E07","0.007","A2731","V",150
"13777","6099","E07","0.007","A2731","V",150
"13778","7116","E07","0.008","A2731","V",150
"13779","8133","E07","0.007","A2731","V",150
"13780","9150","E07","0.007","A2731","V",150
"13781","10166","E07","0.006","A2731","V",150
"13782","11183","E07","0.007","A2731","V",150
"13783","12200","E07","0.005","A2731","V",150
"13784","13216","E07","0.004","A2731","V",150
"13785","14232","E07","0.005","A2731","V",150
"13786","15249","E07","0.004","A2731","V",150
"13787","16265","E07","0.004","A2731","V",150
"13788","17282","E07","0.006","A2731","V",150
"13789","18299","E07","0.006","A2731","V",150
"13790","19315","E07","0.005","A2731","V",150
"13791","20332","E07","0.004","A2731","V",150
"13792","21348","E07","0.005","A2731","V",150
"13793","22365","E07","0.006","A2731","V",150
"13794","23382","E07","0.005","A2731","V",150
"13795","24399","E07","0.004","A2731","V",150
"13796","25415","E07","0.004","A2731","V",150
"13797","26432","E07","0.005","A2731","V",150
"13798","27449","E07","0.005","A2731","V",150
"13799","28465","E07","0.005","A2731","V",150
"13800","29482","E07","0.006","A2731","V",150
"13801","30498","E07","0.005","A2731","V",150
"13802","31515","E07","0.006","A2731","V",150
"13803","32532","E07","0.006","A2731","V",150
"13804","33548","E07","0.006","A2731","V",150
"13805","34564","E07","0.005","A2731","V",150
"13806","35581","E07","0.005","A2731","V",150
"13807","36597","E07","0.005","A2731","V",150
"13808","37614","E07","0.006","A2731","V",150
"13809","38631","E07","0.005","A2731","V",150
"13810","39647","E07","0.005","A2731","V",150
"13811","40664","E07","0.005","A2731","V",150
"13812","41681","E07","0.005","A2731","V",150
"13813","42698","E07","0.005","A2731","V",150
"13814","43714","E07","0.005","A2731","V",150
"13815","44731","E07","0.005","A2731","V",150
"13816","45747","E07","0.004","A2731","V",150
"13817","46764","E07","0.005","A2731","V",150
"13818","47780","E07","0.004","A2731","V",150
"13819","48798","E07","0.005","A2731","V",150
"13820","49814","E07","0.004","A2731","V",150
"13821","50831","E07","0.004","A2731","V",150
"13822","51848","E07","0.004","A2731","V",150
"13823","52864","E07","0.005","A2731","V",150
"13824","53881","E07","0.005","A2731","V",150
"13825","54898","E07","0.005","A2731","V",150
"13826","55915","E07","0.004","A2731","V",150
"13827","56931","E07","0.004","A2731","V",150
"13828","57948","E07","0.005","A2731","V",150
"13829","58964","E07","0.004","A2731","V",150
"13830","59981","E07","0.005","A2731","V",150
"13831","60998","E07","0.005","A2731","V",150
"13832","62014","E07","0.003","A2731","V",150
"13833","63031","E07","0.004","A2731","V",150
"13834","64047","E07","0.004","A2731","V",150
"13835","65064","E07","0.004","A2731","V",150
"13836","66080","E07","0.004","A2731","V",150
"13837","67097","E07","0.004","A2731","V",150
"13838","68114","E07","0.003","A2731","V",150
"13839","69131","E07","0.003","A2731","V",150
"13840","70148","E07","0.003","A2731","V",150
"13841","71165","E07","0.003","A2731","V",150
"13842","72182","E07","0.003","A2731","V",150
"13843","73199","E07","0.003","A2731","V",150
"13844","74215","E07","0.003","A2731","V",150
"13845","75232","E07","0.003","A2731","V",150
"13846","76248","E07","0.003","A2731","V",150
"13847","77265","E07","0.003","A2731","V",150
"13848","78282","E07","0.003","A2731","V",150
"13849","79299","E07","0.003","A2731","V",150
"13850","80316","E07","0.003","A2731","V",150
"13851","81332","E07","0.003","A2731","V",150
"13852","82349","E07","0.003","A2731","V",150
"13853","83366","E07","0.003","A2731","V",150
"13854","84382","E07","0.004","A2731","V",150
"13855","85399","E07","0.004","A2731","V",150
"13856","86416","E07","0.004","A2731","V",150
"13857","87433","E07","0.004","A2731","V",150
"13858","88450","E07","0.005","A2731","V",150
"13859","89466","E07","0.005","A2731","V",150
"13860","90483","E07","0.006","A2731","V",150
"13861","91500","E07","0.006","A2731","V",150
"13862","92516","E07","0.007","A2731","V",150
"13863","93533","E07","0.008","A2731","V",150
"13864","94550","E07","0.009","A2731","V",150
"13865","95566","E07","0.010","A2731","V",150
"13866","96583","E07","0.011","A2731","V",150
"13867","97600","E07","0.012","A2731","V",150
"13868","98616","E07","0.014","A2731","V",150
"13869","99633","E07","0.016","A2731","V",150
"13870","100650","E07","0.018","A2731","V",150
"13871","101666","E07","0.021","A2731","V",150
"13872","102683","E07","0.024","A2731","V",150
"13873","103699","E07","0.026","A2731","V",150
"13874","104716","E07","0.028","A2731","V",150
"13875","105733","E07","0.030","A2731","V",150
"13876","106749","E07","0.033","A2731","V",150
"13877","107766","E07","0.034","A2731","V",150
"13878","108783","E07","0.037","A2731","V",150
"13879","109799","E07","0.038","A2731","V",150
"13880","110816","E07","0.041","A2731","V",150
"13881","111832","E07","0.042","A2731","V",150
"13882","112849","E07","0.045","A2731","V",150
"13883","113866","E07","0.048","A2731","V",150
"13884","114882","E07","0.051","A2731","V",150
"13885","115899","E07","0.052","A2731","V",150
"13886","116916","E07","0.055","A2731","V",150
"13887","117933","E07","0.057","A2731","V",150
"13888","118949","E07","0.060","A2731","V",150
"13889","119966","E07","0.064","A2731","V",150
"13890","120982","E07","0.067","A2731","V",150
"13891","121999","E07","0.071","A2731","V",150
"13892","123015","E07","0.073","A2731","V",150
"13893","124032","E07","0.080","A2731","V",150
"13894","125049","E07","0.085","A2731","V",150
"13895","126066","E07","0.090","A2731","V",150
"13896","127082","E07","0.093","A2731","V",150
"13897","128099","E07","0.099","A2731","V",150
"13898","129116","E07","0.103","A2731","V",150
"13899","130133","E07","0.107","A2731","V",150
"13900","131150","E07","0.112","A2731","V",150
"13901","132167","E07","0.117","A2731","V",150
"13902","133184","E07","0.124","A2731","V",150
"13903","134201","E07","0.132","A2731","V",150
"13904","135217","E07","0.145","A2731","V",150
"13905","136234","E07","0.151","A2731","V",150
"13906","137250","E07","0.153","A2731","V",150
"13907","138267","E07","0.156","A2731","V",150
"13908","139284","E07","0.162","A2731","V",150
"13909","140300","E07","0.174","A2731","V",150
"13910","141317","E07","0.186","A2731","V",150
"13911","142333","E07","0.190","A2731","V",150
"13912","143350","E07","0.204","A2731","V",150
"13913","144368","E07","0.208","A2731","V",150
"13914","145385","E07","0.212","A2731","V",150
"13915","146402","E07","0.188","A2731","V",150
"13916","147418","E07","0.196","A2731","V",150
"13917","148435","E07","0.197","A2731","V",150
"13918","149451","E07","0.194","A2731","V",150
"13919","150468","E07","0.193","A2731","V",150
"13920","151484","E07","0.189","A2731","V",150
"13921","152501","E07","0.201","A2731","V",150
"13922","153518","E07","0.189","A2731","V",150
"13923","154534","E07","0.205","A2731","V",150
"13924","155551","E07","0.212","A2731","V",150
"13925","156568","E07","0.222","A2731","V",150
"13926","157585","E07","0.230","A2731","V",150
"13927","158601","E07","0.238","A2731","V",150
"13928","159617","E07","0.245","A2731","V",150
"13929","160635","E07","0.255","A2731","V",150
"13930","161652","E07","0.249","A2731","V",150
"13931","162668","E07","0.258","A2731","V",150
"13932","163685","E07","0.257","A2731","V",150
"13933","164701","E07","0.265","A2731","V",150
"13934","165719","E07","0.273","A2731","V",150
"13935","166735","E07","0.255","A2731","V",150
"13936","167753","E07","0.242","A2731","V",150
"13937","168770","E07","0.244","A2731","V",150
"13938","169786","E07","0.242","A2731","V",150
"13939","170802","E07","0.238","A2731","V",150
"13940","171820","E07","0.226","A2731","V",150
"13941","172837","E07","0.225","A2731","V",150
"13942","173853","E07","0.222","A2731","V",150
"13943","174870","E07","0.222","A2731","V",150
"13944","175887","E07","0.225","A2731","V",150
"13945","176904","E07","0.225","A2731","V",150
"13946","177921","E07","0.234","A2731","V",150
"13947","178938","E07","0.235","A2731","V",150
"13948","179955","E07","0.238","A2731","V",150
"13949","180972","E07","0.242","A2731","V",150
"13950","181989","E07","0.253","A2731","V",150
"13951","183006","E07","0.261","A2731","V",150
"13952","184023","E07","0.264","A2731","V",150
"13953","185039","E07","0.259","A2731","V",150
"13954","186056","E07","0.277","A2731","V",150
"13955","187073","E07","0.277","A2731","V",150
"13956","188090","E07","0.292","A2731","V",150
"13957","189107","E07","0.289","A2731","V",150
"13958","190124","E07","0.309","A2731","V",150
"13959","191141","E07","0.336","A2731","V",150
"13960","192158","E07","0.389","A2731","V",150
"13961","193174","E07","0.411","A2731","V",150
"13962","194191","E07","0.429","A2731","V",150
"13963","195207","E07","0.416","A2731","V",150
"13964","196224","E07","0.442","A2731","V",150
"13965","197240","E07","0.472","A2731","V",150
"13966","198257","E07","0.472","A2731","V",150
"13967","199274","E07","0.492","A2731","V",150
"13968","200291","E07","0.488","A2731","V",150
"13969","201308","E07","0.480","A2731","V",150
"13970","202324","E07","0.510","A2731","V",150
"13971","203341","E07","0.518","A2731","V",150
"13972","204358","E07","0.501","A2731","V",150
"13973","205374","E07","0.530","A2731","V",150
"13974","206391","E07","0.532","A2731","V",150
"13975","207408","E07","0.522","A2731","V",150
"13976","208425","E07","0.534","A2731","V",150
"13977","209442","E07","0.504","A2731","V",150
"13978","210459","E07","0.530","A2731","V",150
"13979","211476","E07","0.553","A2731","V",150
"13980","212493","E07","0.566","A2731","V",150
"13981","213510","E07","0.548","A2731","V",150
"13982","214527","E07","0.528","A2731","V",150
"13983","215544","E07","0.558","A2731","V",150
"13984","216561","E07","0.530","A2731","V",150
"13985","217577","E07","0.557","A2731","V",150
"13986","218594","E07","0.549","A2731","V",150
"13987","219611","E07","0.587","A2731","V",150
"13988","220628","E07","0.549","A2731","V",150
"13989","221644","E07","0.562","A2731","V",150
"13990","222661","E07","0.572","A2731","V",150
"13991","223678","E07","0.576","A2731","V",150
"13992","224695","E07","0.607","A2731","V",150
"13993","225712","E07","0.596","A2731","V",150
"13994","226728","E07","0.600","A2731","V",150
"13995","227745","E07","0.582","A2731","V",150
"13996","228761","E07","0.601","A2731","V",150
"13997","229779","E07","0.586","A2731","V",150
"13998","230795","E07","0.605","A2731","V",150
"13999","231812","E07","0.615","A2731","V",150
"14000","232830","E07","0.606","A2731","V",150
"14001","233847","E07","0.581","A2731","V",150
"14002","234863","E07","0.587","A2731","V",150
"14003","235880","E07","0.590","A2731","V",150
"14004","236897","E07","0.570","A2731","V",150
"14005","237914","E07","0.581","A2731","V",150
"14006","238931","E07","0.582","A2731","V",150
"14007","239948","E07","0.558","A2731","V",150
"14008","240965","E07","0.547","A2731","V",150
"14009","241981","E07","0.569","A2731","V",150
"14010","242998","E07","0.549","A2731","V",150
"14011","244014","E07","0.526","A2731","V",150
"14012","245031","E07","0.529","A2731","V",150
"14013","246048","E07","0.503","A2731","V",150
"14014","247065","E07","0.519","A2731","V",150
"14015","248081","E07","0.524","A2731","V",150
"14016","249098","E07","0.530","A2731","V",150
"14017","250115","E07","0.499","A2731","V",150
"14018","251131","E07","0.523","A2731","V",150
"14019","252148","E07","0.521","A2731","V",150
"14020","253165","E07","0.515","A2731","V",150
"14021","254182","E07","0.494","A2731","V",150
"14022","255198","E07","0.529","A2731","V",150
"14023","256215","E07","0.526","A2731","V",150
"14024","257231","E07","0.530","A2731","V",150
"14025","258248","E07","0.538","A2731","V",150
"14026","0","E08","-0.004","I2748","V",150
"14027","1017","E08","-0.004","I2748","V",150
"14028","2034","E08","-0.004","I2748","V",150
"14029","3050","E08","-0.004","I2748","V",150
"14030","4067","E08","-0.003","I2748","V",150
"14031","5083","E08","-0.004","I2748","V",150
"14032","6099","E08","-0.004","I2748","V",150
"14033","7116","E08","-0.003","I2748","V",150
"14034","8133","E08","-0.003","I2748","V",150
"14035","9150","E08","-0.003","I2748","V",150
"14036","10166","E08","-0.003","I2748","V",150
"14037","11183","E08","-0.003","I2748","V",150
"14038","12200","E08","-0.003","I2748","V",150
"14039","13216","E08","-0.003","I2748","V",150
"14040","14232","E08","-0.003","I2748","V",150
"14041","15249","E08","-0.003","I2748","V",150
"14042","16265","E08","-0.004","I2748","V",150
"14043","17282","E08","-0.004","I2748","V",150
"14044","18299","E08","-0.004","I2748","V",150
"14045","19315","E08","-0.004","I2748","V",150
"14046","20332","E08","-0.004","I2748","V",150
"14047","21348","E08","-0.003","I2748","V",150
"14048","22365","E08","-0.003","I2748","V",150
"14049","23382","E08","-0.003","I2748","V",150
"14050","24399","E08","-0.004","I2748","V",150
"14051","25415","E08","-0.004","I2748","V",150
"14052","26432","E08","-0.003","I2748","V",150
"14053","27449","E08","-0.003","I2748","V",150
"14054","28465","E08","-0.003","I2748","V",150
"14055","29482","E08","-0.003","I2748","V",150
"14056","30498","E08","-0.003","I2748","V",150
"14057","31515","E08","-0.003","I2748","V",150
"14058","32532","E08","-0.003","I2748","V",150
"14059","33548","E08","-0.003","I2748","V",150
"14060","34564","E08","-0.003","I2748","V",150
"14061","35581","E08","-0.003","I2748","V",150
"14062","36597","E08","-0.003","I2748","V",150
"14063","37614","E08","-0.003","I2748","V",150
"14064","38631","E08","-0.003","I2748","V",150
"14065","39647","E08","-0.003","I2748","V",150
"14066","40664","E08","-0.003","I2748","V",150
"14067","41681","E08","-0.003","I2748","V",150
"14068","42698","E08","-0.003","I2748","V",150
"14069","43714","E08","-0.003","I2748","V",150
"14070","44731","E08","-0.003","I2748","V",150
"14071","45747","E08","-0.004","I2748","V",150
"14072","46764","E08","-0.003","I2748","V",150
"14073","47780","E08","-0.003","I2748","V",150
"14074","48798","E08","-0.003","I2748","V",150
"14075","49814","E08","-0.003","I2748","V",150
"14076","50831","E08","-0.003","I2748","V",150
"14077","51848","E08","-0.004","I2748","V",150
"14078","52864","E08","-0.004","I2748","V",150
"14079","53881","E08","-0.004","I2748","V",150
"14080","54898","E08","-0.003","I2748","V",150
"14081","55915","E08","-0.003","I2748","V",150
"14082","56931","E08","-0.003","I2748","V",150
"14083","57948","E08","-0.003","I2748","V",150
"14084","58964","E08","-0.003","I2748","V",150
"14085","59981","E08","-0.003","I2748","V",150
"14086","60998","E08","-0.004","I2748","V",150
"14087","62014","E08","-0.004","I2748","V",150
"14088","63031","E08","-0.004","I2748","V",150
"14089","64047","E08","-0.004","I2748","V",150
"14090","65064","E08","-0.003","I2748","V",150
"14091","66080","E08","-0.004","I2748","V",150
"14092","67097","E08","-0.004","I2748","V",150
"14093","68114","E08","-0.004","I2748","V",150
"14094","69131","E08","-0.004","I2748","V",150
"14095","70148","E08","-0.004","I2748","V",150
"14096","71165","E08","-0.004","I2748","V",150
"14097","72182","E08","-0.004","I2748","V",150
"14098","73199","E08","-0.004","I2748","V",150
"14099","74215","E08","-0.004","I2748","V",150
"14100","75232","E08","-0.004","I2748","V",150
"14101","76248","E08","-0.004","I2748","V",150
"14102","77265","E08","-0.004","I2748","V",150
"14103","78282","E08","-0.004","I2748","V",150
"14104","79299","E08","-0.004","I2748","V",150
"14105","80316","E08","-0.004","I2748","V",150
"14106","81332","E08","-0.004","I2748","V",150
"14107","82349","E08","-0.004","I2748","V",150
"14108","83366","E08","-0.004","I2748","V",150
"14109","84382","E08","-0.004","I2748","V",150
"14110","85399","E08","-0.004","I2748","V",150
"14111","86416","E08","-0.004","I2748","V",150
"14112","87433","E08","-0.004","I2748","V",150
"14113","88450","E08","-0.004","I2748","V",150
"14114","89466","E08","-0.004","I2748","V",150
"14115","90483","E08","-0.004","I2748","V",150
"14116","91500","E08","-0.004","I2748","V",150
"14117","92516","E08","-0.004","I2748","V",150
"14118","93533","E08","-0.004","I2748","V",150
"14119","94550","E08","-0.004","I2748","V",150
"14120","95566","E08","-0.004","I2748","V",150
"14121","96583","E08","-0.004","I2748","V",150
"14122","97600","E08","-0.004","I2748","V",150
"14123","98616","E08","-0.004","I2748","V",150
"14124","99633","E08","-0.004","I2748","V",150
"14125","100650","E08","-0.004","I2748","V",150
"14126","101666","E08","-0.004","I2748","V",150
"14127","102683","E08","-0.004","I2748","V",150
"14128","103699","E08","-0.004","I2748","V",150
"14129","104716","E08","-0.004","I2748","V",150
"14130","105733","E08","-0.004","I2748","V",150
"14131","106749","E08","-0.004","I2748","V",150
"14132","107766","E08","-0.004","I2748","V",150
"14133","108783","E08","-0.004","I2748","V",150
"14134","109799","E08","-0.004","I2748","V",150
"14135","110816","E08","-0.004","I2748","V",150
"14136","111832","E08","-0.004","I2748","V",150
"14137","112849","E08","-0.004","I2748","V",150
"14138","113866","E08","-0.004","I2748","V",150
"14139","114882","E08","-0.004","I2748","V",150
"14140","115899","E08","-0.004","I2748","V",150
"14141","116916","E08","-0.004","I2748","V",150
"14142","117933","E08","-0.004","I2748","V",150
"14143","118949","E08","-0.004","I2748","V",150
"14144","119966","E08","-0.004","I2748","V",150
"14145","120982","E08","-0.004","I2748","V",150
"14146","121999","E08","-0.004","I2748","V",150
"14147","123015","E08","-0.004","I2748","V",150
"14148","124032","E08","-0.004","I2748","V",150
"14149","125049","E08","-0.004","I2748","V",150
"14150","126066","E08","-0.004","I2748","V",150
"14151","127082","E08","-0.004","I2748","V",150
"14152","128099","E08","-0.004","I2748","V",150
"14153","129116","E08","-0.002","I2748","V",150
"14154","130133","E08","-0.002","I2748","V",150
"14155","131150","E08","-0.002","I2748","V",150
"14156","132167","E08","-0.001","I2748","V",150
"14157","133184","E08","-0.001","I2748","V",150
"14158","134201","E08","-0.001","I2748","V",150
"14159","135217","E08","-0.002","I2748","V",150
"14160","136234","E08","-0.002","I2748","V",150
"14161","137250","E08","-0.002","I2748","V",150
"14162","138267","E08","-0.002","I2748","V",150
"14163","139284","E08","-0.002","I2748","V",150
"14164","140300","E08","-0.001","I2748","V",150
"14165","141317","E08","-0.002","I2748","V",150
"14166","142333","E08","-0.001","I2748","V",150
"14167","143350","E08","-0.001","I2748","V",150
"14168","144368","E08","-0.002","I2748","V",150
"14169","145385","E08","-0.002","I2748","V",150
"14170","146402","E08","-0.002","I2748","V",150
"14171","147418","E08","-0.001","I2748","V",150
"14172","148435","E08","-0.001","I2748","V",150
"14173","149451","E08","-0.002","I2748","V",150
"14174","150468","E08","-0.002","I2748","V",150
"14175","151484","E08","-0.001","I2748","V",150
"14176","152501","E08","-0.002","I2748","V",150
"14177","153518","E08","-0.001","I2748","V",150
"14178","154534","E08","-0.001","I2748","V",150
"14179","155551","E08","-0.001","I2748","V",150
"14180","156568","E08","-0.002","I2748","V",150
"14181","157585","E08","-0.002","I2748","V",150
"14182","158601","E08","-0.002","I2748","V",150
"14183","159617","E08","-0.002","I2748","V",150
"14184","160635","E08","-0.002","I2748","V",150
"14185","161652","E08","-0.002","I2748","V",150
"14186","162668","E08","-0.002","I2748","V",150
"14187","163685","E08","-0.002","I2748","V",150
"14188","164701","E08","-0.002","I2748","V",150
"14189","165719","E08","-0.002","I2748","V",150
"14190","166735","E08","-0.002","I2748","V",150
"14191","167753","E08","-0.002","I2748","V",150
"14192","168770","E08","-0.001","I2748","V",150
"14193","169786","E08","-0.001","I2748","V",150
"14194","170802","E08","-0.001","I2748","V",150
"14195","171820","E08","-0.002","I2748","V",150
"14196","172837","E08","-0.002","I2748","V",150
"14197","173853","E08","-0.002","I2748","V",150
"14198","174870","E08","-0.002","I2748","V",150
"14199","175887","E08","-0.002","I2748","V",150
"14200","176904","E08","-0.001","I2748","V",150
"14201","177921","E08","-0.002","I2748","V",150
"14202","178938","E08","-0.002","I2748","V",150
"14203","179955","E08","-0.002","I2748","V",150
"14204","180972","E08","-0.002","I2748","V",150
"14205","181989","E08","-0.002","I2748","V",150
"14206","183006","E08","-0.002","I2748","V",150
"14207","184023","E08","-0.002","I2748","V",150
"14208","185039","E08","-0.002","I2748","V",150
"14209","186056","E08","-0.002","I2748","V",150
"14210","187073","E08","-0.002","I2748","V",150
"14211","188090","E08","-0.002","I2748","V",150
"14212","189107","E08","-0.002","I2748","V",150
"14213","190124","E08","-0.002","I2748","V",150
"14214","191141","E08","-0.002","I2748","V",150
"14215","192158","E08","-0.002","I2748","V",150
"14216","193174","E08","-0.002","I2748","V",150
"14217","194191","E08","-0.002","I2748","V",150
"14218","195207","E08","-0.002","I2748","V",150
"14219","196224","E08","-0.002","I2748","V",150
"14220","197240","E08","-0.002","I2748","V",150
"14221","198257","E08","-0.002","I2748","V",150
"14222","199274","E08","-0.002","I2748","V",150
"14223","200291","E08","-0.002","I2748","V",150
"14224","201308","E08","-0.002","I2748","V",150
"14225","202324","E08","-0.002","I2748","V",150
"14226","203341","E08","-0.002","I2748","V",150
"14227","204358","E08","-0.002","I2748","V",150
"14228","205374","E08","-0.002","I2748","V",150
"14229","206391","E08","-0.002","I2748","V",150
"14230","207408","E08","-0.002","I2748","V",150
"14231","208425","E08","-0.002","I2748","V",150
"14232","209442","E08","-0.002","I2748","V",150
"14233","210459","E08","-0.001","I2748","V",150
"14234","211476","E08","-0.002","I2748","V",150
"14235","212493","E08","-0.002","I2748","V",150
"14236","213510","E08","-0.002","I2748","V",150
"14237","214527","E08","-0.002","I2748","V",150
"14238","215544","E08","-0.002","I2748","V",150
"14239","216561","E08","-0.001","I2748","V",150
"14240","217577","E08","-0.001","I2748","V",150
"14241","218594","E08","-0.001","I2748","V",150
"14242","219611","E08","-0.001","I2748","V",150
"14243","220628","E08","-0.001","I2748","V",150
"14244","221644","E08","-0.001","I2748","V",150
"14245","222661","E08","-0.001","I2748","V",150
"14246","223678","E08","-0.001","I2748","V",150
"14247","224695","E08","-0.001","I2748","V",150
"14248","225712","E08","-0.001","I2748","V",150
"14249","226728","E08","-0.001","I2748","V",150
"14250","227745","E08","-0.001","I2748","V",150
"14251","228761","E08","-0.001","I2748","V",150
"14252","229779","E08","-0.001","I2748","V",150
"14253","230795","E08","-0.001","I2748","V",150
"14254","231812","E08","-0.001","I2748","V",150
"14255","232830","E08","-0.001","I2748","V",150
"14256","233847","E08","-0.001","I2748","V",150
"14257","234863","E08","-0.001","I2748","V",150
"14258","235880","E08"," 0.000","I2748","V",150
"14259","236897","E08"," 0.000","I2748","V",150
"14260","237914","E08"," 0.000","I2748","V",150
"14261","238931","E08"," 0.000","I2748","V",150
"14262","239948","E08"," 0.000","I2748","V",150
"14263","240965","E08"," 0.000","I2748","V",150
"14264","241981","E08"," 0.000","I2748","V",150
"14265","242998","E08"," 0.001","I2748","V",150
"14266","244014","E08"," 0.001","I2748","V",150
"14267","245031","E08"," 0.001","I2748","V",150
"14268","246048","E08"," 0.001","I2748","V",150
"14269","247065","E08"," 0.002","I2748","V",150
"14270","248081","E08"," 0.002","I2748","V",150
"14271","249098","E08"," 0.002","I2748","V",150
"14272","250115","E08"," 0.002","I2748","V",150
"14273","251131","E08"," 0.003","I2748","V",150
"14274","252148","E08"," 0.003","I2748","V",150
"14275","253165","E08"," 0.004","I2748","V",150
"14276","254182","E08"," 0.004","I2748","V",150
"14277","255198","E08"," 0.005","I2748","V",150
"14278","256215","E08"," 0.005","I2748","V",150
"14279","257231","E08"," 0.006","I2748","V",150
